"RandStart","randCode","intervalID","PlotID","TrapType","Lure","SerialCode","StartDate","EndDate","Count"
2020-10-21,"d",17,13,"Farmsense","PPO","FS-328",2020-10-28,2020-11-04,0
2020-10-21,"d",17,21,"Farmsense","Ovibait","FS-358",2020-10-28,2020-11-04,0
2020-10-21,"d",17,24,"Farmsense","Phero","FS-353",2020-10-28,2020-11-04,0
2020-10-21,"d",17,26,"Farmsense","PPO","FS-342",2020-10-28,2020-11-04,0
2020-10-21,"d",17,31,"Farmsense","Ovibait","FS-389",2020-10-28,2020-11-04,0
2020-10-21,"d",17,32,"Farmsense","Phero","FS-396",2020-10-28,2020-11-04,0
2020-10-21,"d",17,33,"Farmsense","PPO","FS-387",2020-10-28,2020-11-04,0
2020-10-21,"d",17,44,"Farmsense","Phero","FS-330",2020-10-28,2020-11-04,0
2020-10-21,"d",17,45,"Farmsense","Ovibait","FS-360",2020-10-28,2020-11-04,0
2020-10-21,"d",17,46,"Farmsense","PPO","FS-329",2020-10-28,2020-11-04,0
2020-10-21,"d",17,52,"Farmsense","Ovibait","FS-349",2020-10-28,2020-11-04,0
2020-10-21,"d",17,53,"Farmsense","PPO","FS-333",2020-10-28,2020-11-04,0
2020-10-21,"d",17,54,"Farmsense","Phero","FS-361",2020-10-28,2020-11-04,0
2020-10-21,"d",17,61,"Farmsense","Phero","FS-390",2020-10-28,2020-11-04,0
2020-10-21,"d",17,63,"Farmsense","PPO","FS-359",2020-10-28,2020-11-04,0
2020-10-21,"d",17,66,"Farmsense","Ovibait","FS-393",2020-10-28,2020-11-04,0
2020-10-21,"d",17,74,"Farmsense","Ovibait","FS-392",2020-10-28,2020-11-04,0
2020-10-21,"d",17,75,"Farmsense","PPO","FS-322",2020-10-28,2020-11-04,0
2020-10-21,"d",17,76,"Farmsense","Phero","FS-326",2020-10-28,2020-11-04,0
