"SerialCode","dt_utc","degC","rh","dt_pdt","date_pdt","hr_pdt","eve_morn","intervalID"
"FS-326",2020-07-30 13:46:56,19.97,69.4,2020-07-30 06:46:56,2020-07-30,6,"am",6
"FS-326",2020-07-31 13:33:21,16.57,84.3,2020-07-31 06:33:21,2020-07-31,6,"am",6
"FS-326",2020-07-31 13:39:16,17.8,81.31,2020-07-31 06:39:16,2020-07-31,6,"am",6
"FS-326",2020-07-31 13:42:08,18.73,77.75,2020-07-31 06:42:08,2020-07-31,6,"am",6
"FS-326",2020-07-31 13:49:46,21.03,70.36,2020-07-31 06:49:46,2020-07-31,6,"am",6
"FS-326",2020-07-31 13:53:59,22.39,66.16,2020-07-31 06:53:59,2020-07-31,6,"am",6
"FS-326",2020-08-01 13:37:11,16.74,76.41,2020-08-01 06:37:11,2020-08-01,6,"am",6
"FS-326",2020-08-01 13:49:37,20.53,65.08,2020-08-01 06:49:37,2020-08-01,6,"am",6
"FS-326",2020-08-01 13:53:44,21.79,60.95,2020-08-01 06:53:44,2020-08-01,6,"am",6
"FS-326",2020-08-01 13:56:11,22.58,59.81,2020-08-01 06:56:11,2020-08-01,6,"am",6
"FS-326",2020-08-02 13:45:59,17.89,69.03,2020-08-02 06:45:59,2020-08-02,6,"am",6
"FS-326",2020-08-02 13:49:25,18.38,65.71,2020-08-02 06:49:25,2020-08-02,6,"am",6
"FS-326",2020-08-03 13:22:32,14.19,73.32,2020-08-03 06:22:32,2020-08-03,6,"am",6
"FS-326",2020-08-03 13:34:47,16.77,71.55,2020-08-03 06:34:47,2020-08-03,6,"am",6
"FS-326",2020-08-03 13:37:14,17.25,72,2020-08-03 06:37:14,2020-08-03,6,"am",6
"FS-326",2020-08-03 13:42:58,18.8,62.98,2020-08-03 06:42:58,2020-08-03,6,"am",6
"FS-326",2020-08-03 13:46:08,19.7,61.3,2020-08-03 06:46:08,2020-08-03,6,"am",6
"FS-326",2020-08-04 13:37:50,15.38,82.71,2020-08-04 06:37:50,2020-08-04,6,"am",6
"FS-326",2020-08-04 13:49:47,18.34,72.44,2020-08-04 06:49:47,2020-08-04,6,"am",6
"FS-326",2020-08-04 13:54:12,19.11,70.27,2020-08-04 06:54:12,2020-08-04,6,"am",6
"FS-326",2020-08-05 13:31:11,13.77,84.5,2020-08-05 06:31:11,2020-08-05,6,"am",6
"FS-326",2020-08-05 13:38:49,15.47,78.81,2020-08-05 06:38:49,2020-08-05,6,"am",6
"FS-326",2020-08-05 13:41:38,16.44,76.5,2020-08-05 06:41:38,2020-08-05,6,"am",6
"FS-326",2020-08-05 13:55:20,20.06,64.18,2020-08-05 06:55:20,2020-08-05,6,"am",6
"FS-326",2020-08-05 13:58:08,20.52,63.31,2020-08-05 06:58:08,2020-08-05,6,"am",6
"FS-326",2020-08-06 13:39:27,13.08,90.19,2020-08-06 06:39:27,2020-08-06,6,"am",6
"FS-326",2020-08-06 13:51:03,16.4,77.58,2020-08-06 06:51:03,2020-08-06,6,"am",6
"FS-326",2020-08-06 13:53:33,16.91,75.05,2020-08-06 06:53:33,2020-08-06,6,"am",6
"FS-326",2020-08-06 14:00:09,18.38,70.14,2020-08-06 07:00:09,2020-08-06,7,"am",6
"FS-326",2020-08-07 13:55:38,19.77,75.52,2020-08-07 06:55:38,2020-08-07,6,"am",7
"FS-326",2020-08-08 12:24:02,15.21,90.53,2020-08-08 05:24:02,2020-08-08,5,"am",7
"FS-326",2020-08-08 12:35:29,15.14,91.08,2020-08-08 05:35:29,2020-08-08,5,"am",7
"FS-326",2020-08-08 12:41:28,15.08,91.44,2020-08-08 05:41:28,2020-08-08,5,"am",7
"FS-326",2020-08-08 13:43:12,17.14,83.88,2020-08-08 06:43:12,2020-08-08,6,"am",7
"FS-326",2020-08-09 12:14:30,16.2,88.27,2020-08-09 05:14:30,2020-08-09,5,"am",7
"FS-326",2020-08-09 12:17:01,16.17,88.26,2020-08-09 05:17:01,2020-08-09,5,"am",7
"FS-326",2020-08-09 12:19:22,16.13,87.62,2020-08-09 05:19:22,2020-08-09,5,"am",7
"FS-326",2020-08-09 12:21:36,16.1,88.44,2020-08-09 05:21:36,2020-08-09,5,"am",7
"FS-326",2020-08-09 12:24:27,16.08,86.61,2020-08-09 05:24:27,2020-08-09,5,"am",7
"FS-326",2020-08-09 12:30:48,16.09,85.6,2020-08-09 05:30:48,2020-08-09,5,"am",7
"FS-326",2020-08-09 12:41:44,16.23,84.15,2020-08-09 05:41:44,2020-08-09,5,"am",7
"FS-326",2020-08-09 12:45:18,16.32,83.28,2020-08-09 05:45:18,2020-08-09,5,"am",7
"FS-326",2020-08-10 12:14:32,16.69,86.42,2020-08-10 05:14:32,2020-08-10,5,"am",7
"FS-326",2020-08-10 12:22:19,16.63,86.09,2020-08-10 05:22:19,2020-08-10,5,"am",7
"FS-326",2020-08-10 12:25:18,16.6,86,2020-08-10 05:25:18,2020-08-10,5,"am",7
"FS-326",2020-08-10 12:30:50,16.56,86.3,2020-08-10 05:30:50,2020-08-10,5,"am",7
"FS-326",2020-08-10 12:32:51,16.54,86.6,2020-08-10 05:32:51,2020-08-10,5,"am",7
"FS-326",2020-08-10 12:39:00,16.51,87.18,2020-08-10 05:39:00,2020-08-10,5,"am",7
"FS-326",2020-08-10 12:41:39,16.48,87.65,2020-08-10 05:41:39,2020-08-10,5,"am",7
"FS-326",2020-08-10 12:44:29,16.41,87.97,2020-08-10 05:44:29,2020-08-10,5,"am",7
"FS-326",2020-08-10 13:45:52,18.32,82.66,2020-08-10 06:45:52,2020-08-10,6,"am",7
"FS-326",2020-08-10 13:59:23,20.61,76.12,2020-08-10 06:59:23,2020-08-10,6,"am",7
"FS-326",2020-08-11 12:15:34,16.46,90.85,2020-08-11 05:15:34,2020-08-11,5,"am",7
"FS-326",2020-08-11 12:38:28,16.58,86,2020-08-11 05:38:28,2020-08-11,5,"am",7
"FS-326",2020-08-11 12:43:53,16.56,87.78,2020-08-11 05:43:53,2020-08-11,5,"am",7
"FS-326",2020-08-11 12:47:47,16.53,88.56,2020-08-11 05:47:47,2020-08-11,5,"am",7
"FS-326",2020-08-11 12:55:03,16.43,88.66,2020-08-11 05:55:03,2020-08-11,5,"am",7
"FS-326",2020-08-11 12:58:07,16.38,85.25,2020-08-11 05:58:07,2020-08-11,5,"am",7
"FS-326",2020-08-11 13:35:37,16.77,89.56,2020-08-11 06:35:37,2020-08-11,6,"am",7
"FS-326",2020-08-11 13:42:20,17.52,87.45,2020-08-11 06:42:20,2020-08-11,6,"am",7
"FS-326",2020-08-12 10:56:41,17.43,92.39,2020-08-12 03:56:41,2020-08-12,3,"am",7
"FS-326",2020-08-12 11:06:46,17.3,92.7,2020-08-12 04:06:46,2020-08-12,4,"am",7
"FS-326",2020-08-12 11:50:34,16.92,91.19,2020-08-12 04:50:34,2020-08-12,4,"am",7
"FS-326",2020-08-12 11:53:09,16.92,91.67,2020-08-12 04:53:09,2020-08-12,4,"am",7
"FS-326",2020-08-12 12:08:20,17.14,89.78,2020-08-12 05:08:20,2020-08-12,5,"am",7
"FS-326",2020-08-12 12:22:49,17.45,87.3,2020-08-12 05:22:49,2020-08-12,5,"am",7
"FS-326",2020-08-12 12:36:43,17.23,88.48,2020-08-12 05:36:43,2020-08-12,5,"am",7
"FS-326",2020-08-12 12:45:38,17.33,88,2020-08-12 05:45:38,2020-08-12,5,"am",7
"FS-326",2020-08-12 13:50:41,19.04,83.4,2020-08-12 06:50:41,2020-08-12,6,"am",7
"FS-326",2020-08-12 13:54:35,19.83,80.86,2020-08-12 06:54:35,2020-08-12,6,"am",7
"FS-326",2020-08-13 12:26:19,17.53,85.6,2020-08-13 05:26:19,2020-08-13,5,"am",8
"FS-326",2020-08-13 12:28:27,17.49,85.25,2020-08-13 05:28:27,2020-08-13,5,"am",8
"FS-326",2020-08-13 12:30:36,17.49,85.39,2020-08-13 05:30:36,2020-08-13,5,"am",8
"FS-326",2020-08-13 12:33:01,17.46,85.63,2020-08-13 05:33:01,2020-08-13,5,"am",8
"FS-326",2020-08-13 12:36:06,17.43,86.17,2020-08-13 05:36:06,2020-08-13,5,"am",8
"FS-326",2020-08-13 12:39:39,17.46,85.72,2020-08-13 05:39:39,2020-08-13,5,"am",8
"FS-326",2020-08-13 12:45:04,17.45,85.15,2020-08-13 05:45:04,2020-08-13,5,"am",8
"FS-326",2020-08-13 12:47:06,17.47,85.69,2020-08-13 05:47:06,2020-08-13,5,"am",8
"FS-326",2020-08-13 12:50:08,17.46,86.14,2020-08-13 05:50:08,2020-08-13,5,"am",8
"FS-326",2020-08-14 11:49:32,19.55,89.33,2020-08-14 04:49:32,2020-08-14,4,"am",8
"FS-326",2020-08-14 12:15:23,19.43,90.22,2020-08-14 05:15:23,2020-08-14,5,"am",8
"FS-326",2020-08-14 12:28:49,19.36,90.02,2020-08-14 05:28:49,2020-08-14,5,"am",8
"FS-326",2020-08-14 14:03:20,18.72,85.5,2020-08-14 07:03:20,2020-08-14,7,"am",8
"FS-326",2020-08-15 12:25:07,19.43,81.07,2020-08-15 05:25:07,2020-08-15,5,"am",8
"FS-326",2020-08-15 12:30:45,19.38,82.2,2020-08-15 05:30:45,2020-08-15,5,"am",8
"FS-326",2020-08-15 12:33:26,19.31,82.8,2020-08-15 05:33:26,2020-08-15,5,"am",8
"FS-326",2020-08-15 12:36:02,19.27,82.58,2020-08-15 05:36:02,2020-08-15,5,"am",8
"FS-326",2020-08-15 12:46:33,19.17,82.89,2020-08-15 05:46:33,2020-08-15,5,"am",8
"FS-326",2020-08-15 12:49:15,19.16,82.4,2020-08-15 05:49:15,2020-08-15,5,"am",8
"FS-326",2020-08-15 13:53:54,20.69,81.62,2020-08-15 06:53:54,2020-08-15,6,"am",8
"FS-326",2020-08-15 13:56:04,21.21,79.26,2020-08-15 06:56:04,2020-08-15,6,"am",8
"FS-326",2020-08-16 12:17:13,21.18,95.4,2020-08-16 05:17:13,2020-08-16,5,"am",8
"FS-326",2020-08-16 12:20:23,21.22,95.86,2020-08-16 05:20:23,2020-08-16,5,"am",8
"FS-326",2020-08-16 12:37:25,21.32,96.69,2020-08-16 05:37:25,2020-08-16,5,"am",8
"FS-326",2020-08-16 12:49:59,21.32,97.4,2020-08-16 05:49:59,2020-08-16,5,"am",8
"FS-326",2020-08-20 12:44:28,16.64,80.56,2020-08-20 05:44:28,2020-08-20,5,"am",8
"FS-326",2020-08-20 12:46:43,16.61,81.37,2020-08-20 05:46:43,2020-08-20,5,"am",8
"FS-326",2020-08-20 12:48:46,16.64,82.56,2020-08-20 05:48:46,2020-08-20,5,"am",8
"FS-326",2020-08-20 12:51:38,16.65,83.61,2020-08-20 05:51:38,2020-08-20,5,"am",8
"FS-326",2020-08-20 12:54:46,16.64,81.8,2020-08-20 05:54:46,2020-08-20,5,"am",8
"FS-326",2020-08-20 13:06:23,16.56,79.1,2020-08-20 06:06:23,2020-08-20,6,"am",8
"FS-326",2020-08-23 12:25:31,18.35,92.84,2020-08-23 05:25:31,2020-08-23,5,"am",9
"FS-326",2020-08-23 12:45:47,18.14,91.12,2020-08-23 05:45:47,2020-08-23,5,"am",9
"FS-326",2020-08-24 12:26:22,18.31,92.61,2020-08-24 05:26:22,2020-08-24,5,"am",9
"FS-326",2020-08-24 13:04:43,17.86,92.42,2020-08-24 06:04:43,2020-08-24,6,"am",9
"FS-326",2020-08-24 13:09:15,17.87,92.81,2020-08-24 06:09:15,2020-08-24,6,"am",9
"FS-326",2020-08-25 12:39:45,18.9,92.72,2020-08-25 05:39:45,2020-08-25,5,"am",9
"FS-326",2020-08-25 12:42:26,18.87,92.69,2020-08-25 05:42:26,2020-08-25,5,"am",9
"FS-326",2020-08-26 12:27:54,18.38,91.26,2020-08-26 05:27:54,2020-08-26,5,"am",9
"FS-326",2020-08-27 11:37:56,16.26,80.71,2020-08-27 04:37:56,2020-08-27,4,"am",9
"FS-326",2020-08-27 11:41:33,16.22,81.52,2020-08-27 04:41:33,2020-08-27,4,"am",9
"FS-326",2020-08-27 12:49:40,15.55,86.24,2020-08-27 05:49:40,2020-08-27,5,"am",9
"FS-326",2020-08-27 13:56:11,16.05,85.28,2020-08-27 06:56:11,2020-08-27,6,"am",9
"FS-326",2020-08-29 12:17:53,15.1,87.8,2020-08-29 05:17:53,2020-08-29,5,"am",10
"FS-326",2020-08-29 12:53:54,14.83,85.44,2020-08-29 05:53:54,2020-08-29,5,"am",10
"FS-326",2020-08-29 12:57:04,14.75,85.19,2020-08-29 05:57:04,2020-08-29,5,"am",10
"FS-326",2020-08-29 12:59:39,14.69,84.04,2020-08-29 05:59:39,2020-08-29,5,"am",10
"FS-326",2020-08-29 13:12:44,14.65,86.47,2020-08-29 06:12:44,2020-08-29,6,"am",10
"FS-326",2020-08-31 12:50:19,16.27,85.74,2020-08-31 05:50:19,2020-08-31,5,"am",10
"FS-326",2020-08-31 12:55:41,16.25,86.98,2020-08-31 05:55:41,2020-08-31,5,"am",10
"FS-326",2020-08-31 12:57:49,16.22,87.27,2020-08-31 05:57:49,2020-08-31,5,"am",10
"FS-326",2020-09-01 12:41:25,14.66,91.77,2020-09-01 05:41:25,2020-09-01,5,"am",10
"FS-326",2020-09-02 11:32:51,15.13,94.83,2020-09-02 04:32:51,2020-09-02,4,"am",10
"FS-326",2020-09-04 11:48:47,15.55,92.79,2020-09-04 04:48:47,2020-09-04,4,"am",11
"FS-326",2020-09-04 11:53:13,15.5,92.69,2020-09-04 04:53:13,2020-09-04,4,"am",11
"FS-326",2020-09-04 12:22:13,15.15,92.62,2020-09-04 05:22:13,2020-09-04,5,"am",11
"FS-326",2020-09-04 13:24:31,15.2,90.51,2020-09-04 06:24:31,2020-09-04,6,"am",11
"FS-326",2020-09-05 11:39:18,16.38,88.07,2020-09-05 04:39:18,2020-09-05,4,"am",11
"FS-326",2020-09-05 11:56:19,16.32,88.47,2020-09-05 04:56:19,2020-09-05,4,"am",11
"FS-326",2020-09-05 12:00:55,16.26,88.84,2020-09-05 05:00:55,2020-09-05,5,"am",11
"FS-326",2020-09-05 12:10:31,16.22,90.37,2020-09-05 05:10:31,2020-09-05,5,"am",11
"FS-326",2020-09-05 12:28:29,15.96,89.38,2020-09-05 05:28:29,2020-09-05,5,"am",11
"FS-326",2020-09-05 12:37:43,16,88.32,2020-09-05 05:37:43,2020-09-05,5,"am",11
"FS-326",2020-09-05 12:44:46,16,87.59,2020-09-05 05:44:46,2020-09-05,5,"am",11
"FS-326",2020-09-05 12:53:51,16.02,87.22,2020-09-05 05:53:51,2020-09-05,5,"am",11
"FS-326",2020-09-05 12:56:43,16.05,87.48,2020-09-05 05:56:43,2020-09-05,5,"am",11
"FS-326",2020-09-05 12:59:12,16.09,88.52,2020-09-05 05:59:12,2020-09-05,5,"am",11
"FS-326",2020-09-05 13:09:44,16.1,87.68,2020-09-05 06:09:44,2020-09-05,6,"am",11
"FS-326",2020-09-05 13:12:09,16.1,87.42,2020-09-05 06:12:09,2020-09-05,6,"am",11
"FS-326",2020-09-05 13:16:21,16.1,87.95,2020-09-05 06:16:21,2020-09-05,6,"am",11
"FS-326",2020-09-06 11:06:32,18.97,84.28,2020-09-06 04:06:32,2020-09-06,4,"am",11
"FS-326",2020-09-06 11:18:15,19.04,84.44,2020-09-06 04:18:15,2020-09-06,4,"am",11
"FS-326",2020-09-06 11:56:57,18.8,83.71,2020-09-06 04:56:57,2020-09-06,4,"am",11
"FS-326",2020-09-06 12:47:20,18.36,86.67,2020-09-06 05:47:20,2020-09-06,5,"am",11
"FS-326",2020-09-07 09:29:25,18.83,89.66,2020-09-07 02:29:25,2020-09-07,2,"am",11
"FS-326",2020-09-07 09:48:33,18.64,89.77,2020-09-07 02:48:33,2020-09-07,2,"am",11
"FS-326",2020-09-07 09:50:46,18.62,89.25,2020-09-07 02:50:46,2020-09-07,2,"am",11
"FS-326",2020-09-07 10:07:34,18.44,89.76,2020-09-07 03:07:34,2020-09-07,3,"am",11
"FS-326",2020-09-07 10:16:42,18.4,88.65,2020-09-07 03:16:42,2020-09-07,3,"am",11
"FS-326",2020-09-07 10:38:13,18.21,90.2,2020-09-07 03:38:13,2020-09-07,3,"am",11
"FS-326",2020-09-07 10:49:19,18.03,87.9,2020-09-07 03:49:19,2020-09-07,3,"am",11
"FS-326",2020-09-07 10:58:55,17.91,87.43,2020-09-07 03:58:55,2020-09-07,3,"am",11
"FS-326",2020-09-07 11:34:09,18.28,85.59,2020-09-07 04:34:09,2020-09-07,4,"am",11
"FS-326",2020-09-07 11:49:05,18.01,87.91,2020-09-07 04:49:05,2020-09-07,4,"am",11
"FS-326",2020-09-07 11:52:34,17.87,89.22,2020-09-07 04:52:34,2020-09-07,4,"am",11
"FS-326",2020-09-07 11:55:06,17.81,89.5,2020-09-07 04:55:06,2020-09-07,4,"am",11
"FS-326",2020-09-07 11:58:38,17.76,89.79,2020-09-07 04:58:38,2020-09-07,4,"am",11
"FS-326",2020-09-07 12:01:19,17.69,87.69,2020-09-07 05:01:19,2020-09-07,5,"am",11
"FS-326",2020-09-07 12:08:13,17.62,90.16,2020-09-07 05:08:13,2020-09-07,5,"am",11
"FS-326",2020-09-07 12:10:35,17.56,90.64,2020-09-07 05:10:35,2020-09-07,5,"am",11
"FS-326",2020-09-07 12:17:58,17.49,89.19,2020-09-07 05:17:58,2020-09-07,5,"am",11
"FS-326",2020-09-07 12:25:29,17.47,89.94,2020-09-07 05:25:29,2020-09-07,5,"am",11
"FS-326",2020-09-07 12:28:30,17.42,89.55,2020-09-07 05:28:30,2020-09-07,5,"am",11
"FS-326",2020-09-07 12:32:30,17.39,88.49,2020-09-07 05:32:30,2020-09-07,5,"am",11
"FS-326",2020-09-07 12:34:35,17.4,89.08,2020-09-07 05:34:35,2020-09-07,5,"am",11
"FS-326",2020-09-08 08:47:08,18.75,85.2,2020-09-08 01:47:08,2020-09-08,1,"am",11
"FS-326",2020-09-08 09:11:23,18.47,86.48,2020-09-08 02:11:23,2020-09-08,2,"am",11
"FS-326",2020-09-08 11:20:13,17.59,87.06,2020-09-08 04:20:13,2020-09-08,4,"am",11
"FS-326",2020-09-08 11:28:52,17.32,88.51,2020-09-08 04:28:52,2020-09-08,4,"am",11
"FS-326",2020-09-08 11:38:05,17.11,88.7,2020-09-08 04:38:05,2020-09-08,4,"am",11
"FS-326",2020-09-08 11:51:35,17.09,90.49,2020-09-08 04:51:35,2020-09-08,4,"am",11
"FS-326",2020-09-08 12:12:50,17.25,89.24,2020-09-08 05:12:50,2020-09-08,5,"am",11
"FS-326",2020-09-08 12:15:31,17.23,89.32,2020-09-08 05:15:31,2020-09-08,5,"am",11
"FS-326",2020-09-08 12:25:00,17.16,85.6,2020-09-08 05:25:00,2020-09-08,5,"am",11
"FS-326",2020-09-08 12:28:39,17.16,88.13,2020-09-08 05:28:39,2020-09-08,5,"am",11
"FS-326",2020-09-08 12:30:46,17.12,87.13,2020-09-08 05:30:46,2020-09-08,5,"am",11
"FS-326",2020-09-09 11:53:16,-1,-1,2020-09-09 04:53:16,2020-09-09,4,"am",11
"FS-326",2020-09-09 13:07:01,-1,-1,2020-09-09 06:07:01,2020-09-09,6,"am",11
"FS-326",2020-09-14 10:43:49,-1,-1,2020-09-14 03:43:49,2020-09-14,3,"am",12
"FS-326",2020-09-16 09:02:49,-1,-1,2020-09-16 02:02:49,2020-09-16,2,"am",12
"FS-326",2020-09-16 09:19:23,-1,-1,2020-09-16 02:19:23,2020-09-16,2,"am",12
"FS-326",2020-09-16 09:21:58,-1,-1,2020-09-16 02:21:58,2020-09-16,2,"am",12
"FS-326",2020-09-17 09:21:22,-1,-1,2020-09-17 02:21:22,2020-09-17,2,"am",13
"FS-326",2020-09-17 10:21:46,-1,-1,2020-09-17 03:21:46,2020-09-17,3,"am",13
"FS-326",2020-09-17 10:26:22,-1,-1,2020-09-17 03:26:22,2020-09-17,3,"am",13
"FS-326",2020-09-17 10:29:35,-1,-1,2020-09-17 03:29:35,2020-09-17,3,"am",13
"FS-326",2020-09-17 10:32:06,-1,-1,2020-09-17 03:32:06,2020-09-17,3,"am",13
"FS-326",2020-09-17 10:40:38,-1,-1,2020-09-17 03:40:38,2020-09-17,3,"am",13
"FS-326",2020-09-17 10:48:36,-1,-1,2020-09-17 03:48:36,2020-09-17,3,"am",13
"FS-326",2020-09-17 10:51:40,-1,-1,2020-09-17 03:51:40,2020-09-17,3,"am",13
"FS-326",2020-09-17 11:26:27,-1,-1,2020-09-17 04:26:27,2020-09-17,4,"am",13
"FS-326",2020-09-17 11:28:36,-1,-1,2020-09-17 04:28:36,2020-09-17,4,"am",13
"FS-326",2020-09-17 11:33:15,-1,-1,2020-09-17 04:33:15,2020-09-17,4,"am",13
"FS-326",2020-09-17 11:48:41,-1,-1,2020-09-17 04:48:41,2020-09-17,4,"am",13
"FS-326",2020-09-17 11:58:26,-1,-1,2020-09-17 04:58:26,2020-09-17,4,"am",13
"FS-326",2020-09-17 12:01:32,-1,-1,2020-09-17 05:01:32,2020-09-17,5,"am",13
"FS-326",2020-09-17 12:07:28,-1,-1,2020-09-17 05:07:28,2020-09-17,5,"am",13
"FS-326",2020-09-17 12:41:40,-1,-1,2020-09-17 05:41:40,2020-09-17,5,"am",13
"FS-326",2020-09-17 12:46:48,-1,-1,2020-09-17 05:46:48,2020-09-17,5,"am",13
"FS-326",2020-09-17 12:53:59,-1,-1,2020-09-17 05:53:59,2020-09-17,5,"am",13
"FS-326",2020-09-17 12:56:03,-1,-1,2020-09-17 05:56:03,2020-09-17,5,"am",13
"FS-326",2020-09-17 12:59:45,-1,-1,2020-09-17 05:59:45,2020-09-17,5,"am",13
"FS-326",2020-09-17 13:02:22,-1,-1,2020-09-17 06:02:22,2020-09-17,6,"am",13
"FS-326",2020-09-17 13:04:56,-1,-1,2020-09-17 06:04:56,2020-09-17,6,"am",13
"FS-326",2020-09-17 13:07:11,-1,-1,2020-09-17 06:07:11,2020-09-17,6,"am",13
"FS-326",2020-09-17 13:09:40,-1,-1,2020-09-17 06:09:40,2020-09-17,6,"am",13
"FS-326",2020-09-17 13:14:33,-1,-1,2020-09-17 06:14:33,2020-09-17,6,"am",13
"FS-326",2020-09-17 13:25:16,-1,-1,2020-09-17 06:25:16,2020-09-17,6,"am",13
"FS-326",2020-09-18 09:31:06,-1,-1,2020-09-18 02:31:06,2020-09-18,2,"am",14
"FS-326",2020-09-18 10:42:11,-1,-1,2020-09-18 03:42:11,2020-09-18,3,"am",14
"FS-326",2020-09-18 11:48:28,-1,-1,2020-09-18 04:48:28,2020-09-18,4,"am",14
"FS-326",2020-09-18 12:44:10,-1,-1,2020-09-18 05:44:10,2020-09-18,5,"am",14
"FS-326",2020-09-18 12:53:53,-1,-1,2020-09-18 05:53:53,2020-09-18,5,"am",14
"FS-326",2020-09-18 12:57:42,-1,-1,2020-09-18 05:57:42,2020-09-18,5,"am",14
"FS-326",2020-09-19 10:47:07,-1,-1,2020-09-19 03:47:07,2020-09-19,3,"am",14
"FS-326",2020-09-19 11:06:05,-1,-1,2020-09-19 04:06:05,2020-09-19,4,"am",14
"FS-326",2020-09-19 11:12:45,-1,-1,2020-09-19 04:12:45,2020-09-19,4,"am",14
"FS-326",2020-09-19 11:53:16,-1,-1,2020-09-19 04:53:16,2020-09-19,4,"am",14
"FS-326",2020-09-20 08:11:46,-1,-1,2020-09-20 01:11:46,2020-09-20,1,"am",14
"FS-326",2020-09-20 08:15:06,-1,-1,2020-09-20 01:15:06,2020-09-20,1,"am",14
"FS-326",2020-09-20 08:36:08,-1,-1,2020-09-20 01:36:08,2020-09-20,1,"am",14
"FS-326",2020-09-20 08:38:08,-1,-1,2020-09-20 01:38:08,2020-09-20,1,"am",14
"FS-326",2020-09-20 08:40:27,-1,-1,2020-09-20 01:40:27,2020-09-20,1,"am",14
"FS-326",2020-09-20 08:54:05,-1,-1,2020-09-20 01:54:05,2020-09-20,1,"am",14
"FS-326",2020-09-20 08:56:48,-1,-1,2020-09-20 01:56:48,2020-09-20,1,"am",14
"FS-326",2020-09-20 09:02:46,-1,-1,2020-09-20 02:02:46,2020-09-20,2,"am",14
"FS-326",2020-09-20 09:05:50,-1,-1,2020-09-20 02:05:50,2020-09-20,2,"am",14
"FS-326",2020-09-20 09:08:47,-1,-1,2020-09-20 02:08:47,2020-09-20,2,"am",14
"FS-326",2020-09-20 09:55:55,-1,-1,2020-09-20 02:55:55,2020-09-20,2,"am",14
"FS-326",2020-09-20 10:43:41,-1,-1,2020-09-20 03:43:41,2020-09-20,3,"am",14
"FS-326",2020-09-20 10:46:15,-1,-1,2020-09-20 03:46:15,2020-09-20,3,"am",14
"FS-326",2020-09-20 10:51:39,-1,-1,2020-09-20 03:51:39,2020-09-20,3,"am",14
"FS-326",2020-09-20 10:56:58,-1,-1,2020-09-20 03:56:58,2020-09-20,3,"am",14
"FS-326",2020-09-20 11:03:48,-1,-1,2020-09-20 04:03:48,2020-09-20,4,"am",14
"FS-326",2020-09-20 11:08:24,-1,-1,2020-09-20 04:08:24,2020-09-20,4,"am",14
"FS-326",2020-09-20 11:10:26,-1,-1,2020-09-20 04:10:26,2020-09-20,4,"am",14
"FS-326",2020-09-20 11:14:01,-1,-1,2020-09-20 04:14:01,2020-09-20,4,"am",14
"FS-326",2020-09-20 11:16:59,-1,-1,2020-09-20 04:16:59,2020-09-20,4,"am",14
"FS-326",2020-09-20 11:19:00,-1,-1,2020-09-20 04:19:00,2020-09-20,4,"am",14
"FS-326",2020-09-20 11:22:01,-1,-1,2020-09-20 04:22:01,2020-09-20,4,"am",14
"FS-326",2020-09-20 11:24:11,-1,-1,2020-09-20 04:24:11,2020-09-20,4,"am",14
"FS-326",2020-09-20 11:27:54,-1,-1,2020-09-20 04:27:54,2020-09-20,4,"am",14
"FS-326",2020-09-20 11:32:37,-1,-1,2020-09-20 04:32:37,2020-09-20,4,"am",14
"FS-326",2020-09-20 11:36:02,-1,-1,2020-09-20 04:36:02,2020-09-20,4,"am",14
"FS-326",2020-09-20 12:49:32,-1,-1,2020-09-20 05:49:32,2020-09-20,5,"am",14
"FS-326",2020-09-20 12:51:59,-1,-1,2020-09-20 05:51:59,2020-09-20,5,"am",14
"FS-326",2020-09-20 12:54:21,-1,-1,2020-09-20 05:54:21,2020-09-20,5,"am",14
"FS-326",2020-09-20 12:56:54,-1,-1,2020-09-20 05:56:54,2020-09-20,5,"am",14
"FS-326",2020-09-20 12:59:10,-1,-1,2020-09-20 05:59:10,2020-09-20,5,"am",14
"FS-326",2020-09-20 13:03:46,-1,-1,2020-09-20 06:03:46,2020-09-20,6,"am",14
"FS-326",2020-09-20 13:10:56,-1,-1,2020-09-20 06:10:56,2020-09-20,6,"am",14
"FS-326",2020-09-21 07:18:18,-1,-1,2020-09-21 00:18:18,2020-09-21,0,"am",14
"FS-326",2020-09-21 09:01:42,-1,-1,2020-09-21 02:01:42,2020-09-21,2,"am",14
"FS-326",2020-09-21 09:20:14,-1,-1,2020-09-21 02:20:14,2020-09-21,2,"am",14
"FS-326",2020-09-21 09:24:28,-1,-1,2020-09-21 02:24:28,2020-09-21,2,"am",14
"FS-326",2020-09-21 09:28:03,-1,-1,2020-09-21 02:28:03,2020-09-21,2,"am",14
"FS-326",2020-09-21 09:32:13,-1,-1,2020-09-21 02:32:13,2020-09-21,2,"am",14
"FS-326",2020-09-21 09:41:34,-1,-1,2020-09-21 02:41:34,2020-09-21,2,"am",14
"FS-326",2020-09-21 09:47:57,-1,-1,2020-09-21 02:47:57,2020-09-21,2,"am",14
"FS-326",2020-09-21 09:54:30,-1,-1,2020-09-21 02:54:30,2020-09-21,2,"am",14
"FS-326",2020-09-21 10:05:28,-1,-1,2020-09-21 03:05:28,2020-09-21,3,"am",14
